STATION,NAME,DATE,EMXT,PRCP,TAVG,TMAX
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2014-08,98,1.89,79.3,91.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2014-09,97,4.83,75,83.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2014-10,87,3.41,64.2,77.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2014-11,77,3.04,48.1,60.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2014-12,74,4.7,48.6,58.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2015-01,68,2.98,42,52.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2015-02,70,3.99,40.4,51
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2015-03,87,2.8,56.8,68.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2015-04,89,8.01,65.1,75.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2015-05,91,2.64,72.4,85.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2015-06,100,2.77,80.4,92.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2015-07,98,5.08,82,92.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2015-08,100,6.78,79.8,90.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2015-09,94,3.48,73.3,82.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2015-10,82,5,62.2,72.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2015-11,78,9.3,56.7,66.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2015-12,77,12.37,56.4,65.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2016-01,67,3.68,42.1,52.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2016-02,75,4.48,47.7,58.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2016-03,86,1.95,59.9,72.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2016-04,90,2.57,63.4,76
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2016-05,94,2.49,70.3,82
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2016-06,101,4.09,80.7,93
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2016-07,101,1.6,84.1,96.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2016-08,98,10.1,82,92
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2016-09,96,1.22,77.7,90
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2016-10,92,0.03,67.8,82.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2016-11,85,2.24,56.8,71
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2016-12,75,2.43,47.2,56.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2017-01,79,6.51,51.5,62.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2017-02,80,1.19,55.1,68
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2017-03,88,4.32,56.8,69.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2017-04,88,6.86,66.6,78.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2017-05,92,6.24,70.4,82.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2017-06,92,8.33,76.3,86.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2017-07,98,3.08,80.9,92
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2017-08,94,5.47,78.6,88
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2017-09,92,4.19,72.5,84.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2017-10,91,5.72,64.3,76.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2017-11,84,1.22,54.8,67
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2017-12,72,2.75,46.5,56.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2018-01,73,4.63,41,52.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2018-02,83,5.78,57.4,66.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2018-03,80,3.18,52.5,64.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2018-04,84,5.5,58.8,71.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2018-05,94,9.31,73.5,84.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2018-06,96,7.28,79.3,90.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2018-07,95,4.98,79.7,89.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2018-08,94,4.36,78.9,88.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2018-09,96,1.76,79.9,91.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2018-10,95,4.26,66.3,77.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2018-11,75,7.35,49.4,58.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2018-12,75,10.89,47.4,55.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2019-01,70,5.34,45.1,55.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2019-02,81,3.61,52.2,62.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2019-03,77,2.09,53.5,65.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2019-04,86,3.38,63.9,76.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2019-05,98,1.62,75.5,87.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2019-06,94,7.04,77,86.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2019-07,99,1.37,82,93.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2019-08,97,8.78,80.3,91.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2019-09,99,1.4,79.3,92.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2019-10,100,3.81,67.4,78.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2019-11,78,2.14,52.2,64.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2019-12,74,5.74,50.3,60.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2020-01,74,7.49,48.8,57.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2020-02,79,11.05,49.9,59.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2020-03,89,5.43,60.8,71
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2020-04,85,4.52,62.2,75.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2020-05,92,3.75,68.5,80.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2020-06,96,2.67,77.6,88.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2020-07,102,1.9,83.1,94.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2020-08,98,9.55,81.4,91.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2020-09,94,6.07,73.8,82.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2020-10,88,3.45,67.3,78.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2020-11,82,4.76,59.2,71.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2020-12,71,3.05,46.1,57.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2021-01,75,4.65,46.5,56.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2021-02,81,2.76,48.8,59.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2021-03,85,4.36,58.8,71
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2021-04,86,2.81,62.6,75.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2021-05,95,4.05,69.6,82
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2021-06,96,3.97,78.6,89.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2021-07,97,6.42,81.2,91.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2021-08,97,6.81,81.5,91.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2021-09,93,2.03,74.5,85.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2021-10,88,6.61,67.2,77.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2021-11,79,0.84,52.6,65.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2021-12,80,3.68,54.7,64.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2022-01,77,3.14,43.9,54
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2022-02,80,3.99,50.8,63.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2022-03,84,5.6,57.1,69.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2022-04,85,2.93,61.2,74.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2022-05,95,2.17,73.5,85.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2022-06,102,2.01,80.6,92.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2022-07,98,7.19,81.8,91.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2022-08,93,3.18,78.7,88
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2022-09,95,2.64,73,84.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2022-10,86,1.3,60.7,74.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2022-11,85,5.97,55,65.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2022-12,77,4.76,44.9,53.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2023-01,73,9,49.4,59.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2023-02,81,3.13,55.2,66.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2023-03,84,4.15,56.5,68.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2023-04,87,6.04,61.5,73.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2023-05,89,3.03,68.1,78
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2023-06,91,7.96,74,84.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2023-07,95,3.79,80.4,91
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2023-08,99,5.13,79.9,90.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2023-09,95,0.18,73.7,85.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2023-10,87,1.23,63.9,76.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2023-11,81,1.6,53.4,64.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",2023-12,69,4.34,48.1,58.6
