STATION,NAME,DATE,EMXT,PRCP,TAVG,TMAX
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1968-12,63,5.94,40,50.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1969-01,68,4.96,41.6,50.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1969-02,67,3.38,43.5,52.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1969-03,78,4.87,47.4,59.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1969-04,85,5.69,62.6,74.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1969-05,93,4.61,69,79.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1969-06,101,1.5,78.4,89.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1969-07,99,2.28,82.6,93.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1969-08,95,5.92,76.1,85.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1969-09,91,5.2,70.7,79.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1969-10,85,1.98,63,73.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1969-11,74,2.02,49.9,62.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1969-12,69,3.88,42.2,51.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1970-01,70,2.28,36.9,46.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1970-02,70,2.06,44.7,57.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1970-03,75,6.35,52.6,63.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1970-04,89,1.7,63.6,74.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1970-05,93,3.77,70.2,81.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1970-06,96,1.36,76,86.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1970-07,101,4.07,80,91.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1970-08,95,3.04,78.4,86.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1970-09,94,7.09,76.2,86.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1970-10,87,5.55,64.7,74.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1970-11,76,1.28,49.9,61.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1970-12,75,2.87,47.5,57.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1971-01,68,4.06,42.8,52.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1971-02,72,5.61,44.3,55.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1971-03,76,7.91,47.9,58.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1971-04,88,4.17,60.9,74.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1971-05,89,3.05,66.8,78.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1971-06,96,4.41,77.8,88.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1971-07,92,3.28,77.3,85.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1971-08,90,4.56,77.1,86
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1971-09,90,2.76,74.3,83.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1971-10,90,2.95,67.1,76.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1971-11,80,4.02,51.5,62.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1971-12,78,2.82,52.6,61.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1972-01,69,6.47,48.1,57.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1972-02,78,2.95,43.3,53.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1972-03,78,3.89,53.4,65.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1972-04,87,1.55,61.7,74.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1972-05,88,6.02,66.9,77
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1972-06,93,5.72,72.6,84
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1972-07,95,4.69,77.5,87.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1972-08,95,2.64,78.1,88.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1972-09,97,0.69,75.6,87.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1972-10,84,2.43,62.3,73.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1972-11,81,3.57,51,60.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1972-12,76,8.43,49.7,58.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1973-01,70,4.29,43.2,52.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1973-02,68,2.68,44,55.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1973-03,81,9.87,57.2,66.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1973-04,81,3.58,57.8,68.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1973-05,88,8.03,65.4,77
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1973-06,90,3.19,75.8,85.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1973-07,94,2.15,79.3,89.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1973-08,93,3.09,77.4,87.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1973-09,95,4.09,75.4,85.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1973-10,87,0.66,63.8,75.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1973-11,79,1.78,55.2,68.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1973-12,74,6.98,44.2,54.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1974-01,75,3.69,52.6,60.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1974-02,75,4.98,46.4,58.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1974-03,88,2.32,57.5,69.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1974-04,87,3.81,60.9,73.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1974-05,89,9.72,70.1,80.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1974-06,93,5.05,72.4,83.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1974-07,95,5.03,77.5,86.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1974-08,93,6,77.4,85.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1974-09,89,1.32,70.7,79.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1974-10,83,0.4,61.2,75.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1974-11,85,3.11,52.4,64.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1974-12,70,4.57,45.3,53.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1975-01,80,5.55,47.9,57.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1975-02,75,6.43,48.9,59.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1975-03,80,10.12,51.2,62.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1975-04,87,2.8,61.2,73.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1975-05,90,7.21,71.7,80.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1975-06,93,3.19,75.1,84.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1975-07,93,6.55,78.7,86.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1975-08,98,3.66,79.8,88.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1975-09,95,6.1,72,80.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1975-10,86,3.83,64.8,74.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1975-11,79,3.86,54.8,65.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1975-12,71,2.76,44.3,54.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1976-01,66,4.06,39.7,50.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1976-02,78,2.07,52.4,66.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1976-03,83,8.55,57.1,68.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1976-04,88,0.74,62.6,76
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1976-05,86,8.5,66.2,76.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1976-06,92,2.47,74,83.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1976-07,97,2.97,77.9,88
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1976-08,94,5.31,76.8,86.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1976-09,87,3.01,70.4,80.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1976-10,80,6.22,57.9,68.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1976-11,72,5.26,47,57.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1976-12,69,5.28,41.1,51.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1977-01,58,4.14,31.2,39.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1977-02,78,1.79,43.2,56.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1977-03,82,6,56.9,67.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1977-04,87,1.87,64.4,76.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1977-05,91,0.88,71.3,83.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1977-06,98,1.76,78.6,91
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1977-07,104,5.58,81.8,93
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1977-08,92,6.33,78.2,87.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1977-09,88,3.35,74.4,82.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1977-10,84,7.42,59.4,70.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1977-11,75,4.86,55,63.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1977-12,77,2.19,43.4,52.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1978-01,63,6.93,35.3,43.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1978-02,69,0.75,39,48.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1978-03,82,3.49,51.7,64
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1978-04,88,2.78,63.2,75.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1978-05,90,4.82,68.5,77.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1978-06,100,2.39,77.8,88.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1978-07,98,6.41,80,89.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1978-08,93,4.35,78.4,86.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1978-09,93,1.15,74.9,84.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1978-10,83,0.97,61.3,73.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1978-11,78,2.5,57.6,67.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1978-12,75,3.52,46,56.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1979-01,69,6.54,38.8,49
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1979-02,73,6.21,42.1,51.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1979-03,82,2.72,55.9,67.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1979-04,82,8.1,62.5,73.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1979-05,88,3.69,69.8,80.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1979-06,93,2.51,74.3,83.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1979-07,95,5.94,77.5,85.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1979-08,97,3.46,79,89
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1979-09,91,2.44,71.9,78.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1979-10,82,2.56,61.7,73.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1979-11,77,3.5,55,66.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1979-12,75,1.38,46.5,56.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1980-01,68,6.76,45,53.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1980-02,79,1.85,42,53.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1980-03,75,10,50.9,60.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1980-04,89,2.68,61,72.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1980-05,90,7.52,69.8,79.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1980-06,93,3.43,76.5,86.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1980-07,103,1.7,83.2,94.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1980-08,101,2.55,81.7,93.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1980-09,96,5.56,76.5,86
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1980-10,85,1.48,59.5,70.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1980-11,78,2.65,50.9,61.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1980-12,75,1.9,45.3,57.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1981-01,67,0.64,39.7,51.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1981-02,79,6.73,46,57.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1981-03,84,2.45,52.2,65.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1981-04,90,2.1,67.2,79.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1981-05,93,3.67,67.9,79.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1981-06,100,1.5,82.1,92.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1981-07,101,2.33,83.1,93.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1981-08,96,1,77.6,86.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1981-09,91,1.04,73,85.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1981-10,92,2.06,60.6,71.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1981-11,76,1.81,52.9,64.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1981-12,67,7.57,39.6,48.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1982-01,70,4.83,38,48.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1982-02,79,7.07,48.4,58
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1982-03,86,1.88,56.9,68.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1982-04,82,5.74,60.4,70.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1982-05,94,4.33,74.6,87.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1982-06,96,3.65,78.5,88.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1982-07,97,3.13,82.3,91.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1982-08,94,3.1,79.8,89
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1982-09,93,2.19,73.9,84
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1982-10,88,4.56,63.4,74.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1982-11,82,5.56,54.7,64.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1982-12,77,3.56,51.5,60.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1983-01,66,3.19,42.1,51.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1983-02,68,5.43,46,56
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1983-03,81,6.1,53.7,64.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1983-04,85,5.17,58.3,70.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1983-05,88,2.3,70.1,81.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1983-06,93,3.18,75.1,85.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1983-07,102,1.99,82.3,94.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1983-08,107,2.06,83.4,95.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1983-09,95,5.62,72.7,83.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1983-10,88,3.64,63.7,75
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1983-11,80,6.9,54.2,66.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1983-12,73,8.22,42.9,53.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1984-01,70,4.5,42.5,53.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1984-02,77,5.94,48.8,61.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1984-03,83,5.18,54,67.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1984-04,87,4.84,59.4,70.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1984-05,90,3.41,69.2,82
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1984-06,103,3.79,79.7,92
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1984-07,94,10.21,76.9,86
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1984-08,92,3.59,79.2,88.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1984-09,95,0.72,73.1,84.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1984-10,87,2.76,69.6,80.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1984-11,77,2.32,50.7,64.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1984-12,79,2.62,53.8,65.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1985-01,76,4.11,37.8,47.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1985-02,74,4.63,45.7,56
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1985-03,84,1.15,56.3,69
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1985-04,88,1.73,64.1,77.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1985-05,91,3.81,70.2,81.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1985-06,100,2.09,77.7,89.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1985-07,94,6.35,78,87.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1985-08,92,2.39,77.3,85.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1985-09,94,0.62,72.1,83.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1985-10,87,5.15,65.9,74.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1985-11,80,4.99,61.8,70.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1985-12,68,1.39,41,52.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1986-01,70,0.76,42,53.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1986-02,78,1.65,49.7,61.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1986-03,85,3.27,54.3,66.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1986-04,93,1.22,62.8,76.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1986-05,91,2.21,70.3,81.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1986-06,97,2.13,79.4,90.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1986-07,103,3.63,83.9,96.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1986-08,96,3.76,77.7,86.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1986-09,92,1.95,74.2,82.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1986-10,91,7.65,63.5,73.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1986-11,80,4.77,57,63.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1986-12,66,3.04,44.6,53.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1987-01,67,6.29,41.7,50.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1987-02,71,5.17,45.4,53.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1987-03,77,4.3,52.5,62.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1987-04,90,0.89,59.4,72
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1987-05,91,2.3,72.7,83.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1987-06,95,3.34,77.9,88.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1987-07,100,4.83,81.3,93.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1987-08,98,0.98,81.9,92.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1987-09,91,2.39,73.8,84.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1987-10,85,0.36,57.6,72.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1987-11,80,2.61,55.2,66.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1987-12,72,2.39,47.9,57
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1988-01,67,5.35,39.1,47.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1988-02,73,2.89,44.7,56.4
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1988-03,78,2.53,53.9,65.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1988-04,87,3.39,61.8,73.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1988-05,92,0.41,69.4,83.2
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1988-06,101,0.91,77.6,91.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1988-07,102,1.67,80.5,91.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1988-08,99,2.52,80.5,90.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1988-09,92,5.37,72.8,81.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1988-10,80,2.33,57.9,68.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1988-11,77,4.19,54,64.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1988-12,69,0.81,45.3,57
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1989-01,72,2.1,48.1,58.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1989-02,81,3.21,47.9,58
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1989-03,83,3.97,55.3,65.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1989-04,89,4.2,61.2,72.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1989-05,91,4,67.1,78.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1989-06,96,6.21,76.5,85.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1989-07,94,6.21,79.3,88.1
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1989-08,95,1.97,78.7,88.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1989-09,94,10.3,71.8,80
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1989-10,85,5.85,63,74.6
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1989-11,81,3.51,52.9,64.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1989-12,67,5.29,38.4,47.8
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1990-01,72,5.75,48.5,59
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1990-02,75,7.47,52.9,63.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1990-03,82,8.17,56.4,66.9
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1990-04,87,2.15,60.7,73.3
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1990-05,91,1.96,69.1,80.7
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1990-06,101,1.93,78,89.5
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",1990-07,100,6.13,80.6,91.1
